X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount
,,179,23500019,2023/01/03 11:05:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60
,,180,23500021,2023/01/03 11:06:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60
,,181,23500020,2023/01/03 11:06:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,182,230700018,2023/01/03 11:10:00+00,100 KNAUL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
-8473722.51648653,5320895.77452598,183,231500019,2023/01/03 11:07:00+00,100 SUNSTRUCK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8476185.62724552,5322790.96562927,184,230700017,2023/01/03 11:05:00+00,1400 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,185,23500022,2023/01/03 11:08:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,186,23500023,2023/01/03 11:08:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,60
,,187,230700019,2023/01/03 11:10:00+00,100 KNAUL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,188,231500022,2023/01/03 11:17:00+00,400 HIXSON AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Issued,25
-8473857.26878097,5321278.34724816,189,231500021,2023/01/03 11:13:00+00,400 BOYDEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
-8473857.26878097,5321278.34724816,190,231500020,2023/01/03 11:12:00+00,400 BOYDEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,191,231500023,2023/01/03 11:19:00+00,400 HIXSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,192,230700020,2023/01/03 11:18:00+00,400 ALVORD ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,193,230700021,2023/01/03 11:19:00+00,400 ALVORD ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,194,230700023,2023/01/03 11:22:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Adjudication Pending ,25
,,195,230700022,2023/01/03 11:20:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Paid In Full,25
-8473685.44709262,5321755.55670743,196,231500024,2023/01/03 11:22:00+00,200 HIXSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,197,230700024,2023/01/03 11:23:00+00,400 ALVORD ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
-8473596.7812227,5319122.98085366,198,23500024,2023/01/03 11:23:00+00,300 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,199,230700026,2023/01/03 11:31:00+00,100 JOSEPHINE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,200,230700027,2023/01/03 11:31:00+00,100 JOSEPHINE ST,LEFT WHEELS TO CURB/ALL CO15-301,Fourth Notice,25
,,201,231500025,2023/01/03 11:27:00+00,100 HIXSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,202,230700025,2023/01/03 11:23:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Fourth Notice,25
,,203,231500026,2023/01/03 11:34:00+00,100 GRAY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8473438.98585973,5318592.44208299,204,23500025,2023/01/03 11:35:00+00,200 CAMBRIDGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,205,230700029,2023/01/03 11:37:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,206,230700028,2023/01/03 11:37:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8473438.98585973,5318592.44208299,207,23500026,2023/01/03 11:35:00+00,200 CAMBRIDGE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,208,230700031,2023/01/03 11:39:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,209,230700030,2023/01/03 11:38:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,210,231500027,2023/01/03 11:41:00+00,200 GRANT BLVD,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,211,231500028,2023/01/03 11:41:00+00,200 GRANT BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,212,230700032,2023/01/03 11:39:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,213,230700033,2023/01/03 11:40:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25
,,214,230700034,2023/01/03 11:41:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,215,230700035,2023/01/03 11:41:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Second Notice,25
,,216,231500030,2023/01/03 11:43:00+00,200 GRANT BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,217,231500029,2023/01/03 11:43:00+00,200 GRANT BLVD,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,218,230700036,2023/01/03 11:42:00+00,300 SALINA ST N,BUS STOP ONLY CO15-334,Paid In Full,60
,,219,230700037,2023/01/03 11:44:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,220,230700038,2023/01/03 11:44:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25
,,221,395936D,2023/01/03 11:11:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,222,395937D,2023/01/03 11:13:00+00,100 DELL ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
,,223,395938D,2023/01/03 11:15:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60
,,224,230700039,2023/01/03 11:45:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,225,384884D,2023/01/03 09:45:00+00,100 MCCARTHY ALLLEY,NO PERMIT/ALL TIMES CO15-365,Issued,25
,,226,392575D,2023/01/03 10:35:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,227,392574D,2023/01/03 11:36:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
-8476830.83499405,5319022.90269367,228,382125D,2023/01/03 08:50:00+00,411 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,229,382126D,2023/01/03 09:20:00+00,511 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,25
,,230,382127D,2023/01/03 10:47:00+00,600 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Fourth Notice,25
,,231,382128D,2023/01/03 10:48:00+00,600 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,232,395944D,2023/01/03 11:46:00+00,900 WESTMORELAND AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Approved,0
,,233,343304D,2023/01/03 09:56:00+00,400 VINCENT ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,234,382129D,2023/01/03 10:50:00+00,600 STATE ST S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25
-8476812.30036917,5319069.51433867,235,382130D,2023/01/03 11:08:00+00,401 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Fourth Notice,25
,,236,371245D,2023/01/03 09:56:00+00,300 LOOMIS AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,237,397140D,2023/01/03 11:22:00+00, CITY LOT 4,MISC,Fourth Notice,25
,,238,376225D,2023/01/03 08:20:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Fourth Notice,25
,,239,395922D,2023/01/03 10:02:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,240,395924D,2023/01/03 10:06:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,241,395923D,2023/01/03 10:04:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,242,395928D,2023/01/03 10:26:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8475594.52081043,5319321.76925427,243,395925D,2023/01/03 10:14:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8475016.43867773,5319059.91775109,244,395929D,2023/01/03 10:31:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8473640.86368371,5316562.41554059,245,395931D,2023/01/03 10:48:00+00,200 KENSINGTON PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,246,395932D,2023/01/03 10:57:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,247,395933D,2023/01/03 11:05:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475594.52081043,5319321.76925427,248,395927D,2023/01/03 10:21:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475594.52081043,5319321.76925427,249,395926D,2023/01/03 10:19:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,250,395941D,2023/01/03 11:30:00+00, UNK,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0
,,251,395935D,2023/01/03 11:09:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,252,395940D,2023/01/03 11:28:00+00,500 WESTMORELAND AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,253,395942D,2023/01/03 11:46:00+00,100 HARVARD PL,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,254,395943D,2023/01/03 11:42:00+00,100 HARVARD PL,NO PARKING ANY TIME CO15-316 (A)14,Void Approved,0
,,255,23500027,2023/01/03 11:49:00+00,100 MONTANA ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,256,231500031,2023/01/03 11:51:00+00,100 NORTH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,257,231500032,2023/01/03 11:53:00+00,400 NORTH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473408.42855475,5317366.97143526,258,23500028,2023/01/03 11:59:00+00,200 ROOSEVELT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Promise To Pay,60
,,259,231500033,2023/01/03 11:59:00+00,300 LILLIAN AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Paid In Full,25
,,260,23500030,2023/01/03 13:28:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25
-8473408.42855475,5317366.97143526,261,23500029,2023/01/03 11:59:00+00,200 ROOSEVELT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Promise To Pay,25
,,262,23500031,2023/01/03 13:29:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,263,23500032,2023/01/03 13:30:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8477231.08418952,5318644.53492912,264,230700040,2023/01/03 11:54:00+00,500 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,265,23500033,2023/01/03 13:33:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,266,23500034,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,267,23500035,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25
,,268,23500036,2023/01/03 13:36:00+00,700 IRVING AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,269,23500038,2023/01/03 13:38:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,270,23500037,2023/01/03 13:36:00+00,700 IRVING AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,271,231500034,2023/01/03 13:37:00+00,500 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,272,23500039,2023/01/03 13:40:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,273,23500040,2023/01/03 13:41:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8478799.5202346,5317295.69626831,274,231500035,2023/01/03 13:41:00+00,900 ONONDAGA ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8478799.5202346,5317295.69626831,275,231500036,2023/01/03 13:41:00+00,900 ONONDAGA ST W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,276,231500038,2023/01/03 13:50:00+00,400 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,277,231500039,2023/01/03 13:51:00+00,400 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,278,231500040,2023/01/03 13:53:00+00,400 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,279,23500041,2023/01/04 09:49:00+00,21 CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,280,23500042,2023/01/04 09:51:00+00,200 CLINTON ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,281,231500041,2023/01/04 09:53:00+00,200 CLINTON ST S,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
-8479501.83487608,5317173.70732107,282,231500037,2023/01/03 13:45:00+00,1200 ONONDAGA ST W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,283,231500043,2023/01/04 09:56:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,284,23500043,2023/01/04 09:57:00+00,200 WASHINGTON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25
,,285,231500042,2023/01/04 09:56:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,286,231500044,2023/01/04 09:59:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,287,23500044,2023/01/04 09:59:00+00,200 WASHINGTON ST E,NO PERMIT/ALL TIMES CO15-365,Adjudication Approved,0
,,288,23500045,2023/01/04 10:05:00+00,200 WATER ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,10
,,289,230900001,2023/01/04 10:06:00+00,200 LAUREL ST E,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,290,230900003,2023/01/04 10:07:00+00,200 LAUREL ST E,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,291,230900002,2023/01/04 10:06:00+00,200 LAUREL ST E,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8470263.54172963,5318438.90676702,292,231500045,2023/01/04 10:11:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,293,230900004,2023/01/04 10:11:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,294,230900005,2023/01/04 10:12:00+00,400 PROSPECT AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25
-8470263.54172963,5318438.90676702,295,23500046,2023/01/04 10:11:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,296,230900007,2023/01/04 10:13:00+00,400 PROSPECT AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60
,,297,230900006,2023/01/04 10:13:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,298,231300001,2023/01/04 09:58:00+00,200 CROLY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,299,231300002,2023/01/04 09:58:00+00,200 CROLY ST,LEFT WHEELS TO CURB/ALL CO15-301,Void Approved,0
-8470263.54172963,5318438.90676702,300,231500046,2023/01/04 10:12:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,301,231300003,2023/01/04 10:17:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,302,375284D,2023/01/04 09:15:00+00,400 MONTGOMERY ST,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,25
,,303,230900008,2023/01/04 10:21:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,304,230900009,2023/01/04 10:22:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,305,231300004,2023/01/04 10:21:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,306,230900010,2023/01/04 10:23:00+00,400 LAUREL ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,307,231300005,2023/01/04 10:22:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,308,230900011,2023/01/04 10:23:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,309,230900012,2023/01/04 10:24:00+00,400 LAUREL ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,310,231300006,2023/01/04 10:24:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,311,230900014,2023/01/04 10:25:00+00,400 LAUREL ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,25
,,312,231300007,2023/01/04 10:26:00+00,100 REMINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,313,230900013,2023/01/04 10:25:00+00,400 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied,25
,,314,231300009,2023/01/04 10:26:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,315,231300008,2023/01/04 10:26:00+00,100 REMINGTON AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,316,231300011,2023/01/04 10:29:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,317,231300010,2023/01/04 10:28:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8476854.87998926,5319351.93054359,318,231500047,2023/01/04 10:28:00+00,300 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,319,231300012,2023/01/04 10:30:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Promise To Pay,60
,,320,230900015,2023/01/04 10:31:00+00,200 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,25
,,321,230900016,2023/01/04 10:31:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8477618.80998283,5319295.72088256,322,231500048,2023/01/04 10:31:00+00,200 WALTON ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
-8477618.80998283,5319295.72088256,323,23500047,2023/01/04 10:31:00+00,200 WALTON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,324,231300013,2023/01/04 10:31:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,325,231300014,2023/01/04 10:33:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,326,230900017,2023/01/04 10:33:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,327,230900018,2023/01/04 10:33:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,328,230900019,2023/01/04 10:34:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,329,231300015,2023/01/04 10:35:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0
,,330,23500048,2023/01/04 10:35:00+00,100 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,331,231300016,2023/01/04 10:35:00+00,100 REMINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,0
,,332,230900021,2023/01/04 10:35:00+00,200 PROSPECT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,333,230900020,2023/01/04 10:35:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,334,231500049,2023/01/04 10:36:00+00,300 FRANKLIN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,335,230900023,2023/01/04 10:39:00+00,100 UNION AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,336,230900022,2023/01/04 10:38:00+00,100 UNION AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,25
,,337,230900024,2023/01/04 10:40:00+00,100 UNION AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,0
,,338,230900025,2023/01/04 10:41:00+00,100 UNION AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8471409.68720091,5319420.47957871,339,231500050,2023/01/04 10:40:00+00,200 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,340,230900026,2023/01/04 10:42:00+00,100 UNION AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8471409.68720091,5319420.47957871,341,23500049,2023/01/04 10:39:00+00,200 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,342,231300017,2023/01/04 10:46:00+00,200 MAINS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,343,230900027,2023/01/04 10:45:00+00,200 PROSPECT AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8471409.68720091,5319420.47957871,344,231500051,2023/01/04 10:41:00+00,200 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,345,231300019,2023/01/04 10:50:00+00,200 MAINS AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,346,231300020,2023/01/04 10:52:00+00,200 MAINS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,347,231300018,2023/01/04 10:50:00+00,200 MAINS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,348,231300022,2023/01/04 10:54:00+00,100 MAINS AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,349,231300023,2023/01/04 10:54:00+00,100 MAINS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,350,231300021,2023/01/04 10:53:00+00,200 MAINS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8479010.41501123,5315189.21070512,351,231300024,2023/01/04 11:02:00+00,200 COLUMBIA AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8476464.1486147,5319915.41773133,352,230900029,2023/01/04 10:56:00+00,200 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476464.1486147,5319915.41773133,353,230900028,2023/01/04 10:55:00+00,200 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,354,230900030,2023/01/04 11:03:00+00,300 STATE ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,355,230900031,2023/01/04 11:04:00+00,300 STATE ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8478729.38890732,5315197.43284401,356,231300025,2023/01/04 11:06:00+00,700 SUMMIT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,357,231300028,2023/01/04 11:14:00+00,100 GORDON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,358,231300029,2023/01/04 11:15:00+00,100 GORDON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,359,231300026,2023/01/04 11:08:00+00,100 ANNETTA ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,360,231300027,2023/01/04 11:11:00+00,1800 COLVIN ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,361,231300031,2023/01/04 11:19:00+00,600 STOLP AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,362,231300032,2023/01/04 11:19:00+00,600 STOLP AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,363,231300030,2023/01/04 11:17:00+00,400 STOLP AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,25
-8477088.31705368,5319361.52736912,364,23500050,2023/01/04 11:20:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,365,231300033,2023/01/04 11:21:00+00,600 STOLP AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,366,231300034,2023/01/04 11:26:00+00,600 STOLP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
